"id","title","thumb_url","media_url","iframe_string"
45,"DIFANG - ELDERS DRINKING SONG","https://i.ytimg.com/vi/6oHGUr6HEow/hqdefault.jpg","https://www.youtube.com/watch?v=6oHGUr6HEow","<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/6oHGUr6HEow?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
46,"LeBRON - Trippin' For Yasmin by LeBRON","https://i1.sndcdn.com/artworks-ESlymzfdAiOVQj4z-OV3Ptw-t500x500.jpg","https://soundcloud.com/thisislebron/lebron-trippin-for-yasmin-1","<iframe width=""100%"" height=""150"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?visual=true&url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F823662601&show_artwork=true&maxheight=150""></iframe>"
47,"Childish Gambino - You See Me (with Lyrics) HD","https://i.ytimg.com/vi/J-vUJx8swoU/hqdefault.jpg","https://www.youtube.com/watch?v=J-vUJx8swoU","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/J-vUJx8swoU?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
48,"D'Angelo - Lady ft. Spanky, Saadiq, Ali Shaheed &amp; ?uestlove","https://i.ytimg.com/vi/s11XaUKsMU8/hqdefault.jpg","https://www.youtube.com/watch?v=s11XaUKsMU8","<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/s11XaUKsMU8?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
49,"iFeel","https://i.ytimg.com/vi/JM_3sSusp-o/hqdefault.jpg","https://youtube.com/watch?v=JM_3sSusp-o","<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/JM_3sSusp-o?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
50,"Wind Parade","https://i.ytimg.com/vi/rJzH6lWbJes/hqdefault.jpg","https://youtube.com/watch?v=rJzH6lWbJes","<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/rJzH6lWbJes?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
51,"BUMPER - pop songs 2020","https://i.ytimg.com/vi/wvfDRUI2JsA/hqdefault.jpg","https://www.youtube.com/watch?v=wvfDRUI2JsA","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/wvfDRUI2JsA?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
52,"The Geek x VRV - Chinese Morning (Original Mix)","https://i.ytimg.com/vi/p96YdYLeCJo/hqdefault.jpg","https://youtube.com/watch?v=p96YdYLeCJo","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/p96YdYLeCJo?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
53,"'JUST THE TWO OF US' (GROVER WASHINGTON JNR - BILL WITHERS) cover by HSCC","https://i.ytimg.com/vi/dS7kzPGkb3o/hqdefault.jpg","https://youtu.be/dS7kzPGkb3o","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/dS7kzPGkb3o?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
54,"Khruangbin: NPR Music Tiny Desk Concert","https://i.ytimg.com/vi/vWLJeqLPfSU/hqdefault.jpg","https://youtu.be/vWLJeqLPfSU","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/vWLJeqLPfSU?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
55,"Kanye West – Wash Us In The Blood feat. Travis Scott (Official Video)","https://i.ytimg.com/vi/h0U2QUGKbSE/hqdefault.jpg","https://youtu.be/h0U2QUGKbSE","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/h0U2QUGKbSE?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
56,"645AR - 4 DA TRAP [Official Music Video]","https://i.ytimg.com/vi/7Kn0V5mpJe4/hqdefault.jpg","https://www.youtube.com/watch?v=7Kn0V5mpJe4&amp;list=RDunA029iqiZM&amp;index=2","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/videoseries?list=RDunA029iqiZM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
57,"Benji [Prod. By SaLaAM ReMi] by Miraa May","http://i1.sndcdn.com/artworks-000190993747-1n30t2-t500x500.jpg","https://soundcloud.com/miraa_may/benji-prod-by-salaam-remi","<iframe width=""100%"" height=""150"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?visual=true&url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F290337799&show_artwork=true&maxheight=150""></iframe>"
58,"(embrace) Boredom","https://i.ytimg.com/vi/9jJ_ZrRXm-Y/hqdefault.jpg","https://www.youtube.com/watch?v=9jJ_ZrRXm-Y","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/9jJ_ZrRXm-Y?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
59,"Transistor Soundtrack by Robert Odelberg","https://i1.sndcdn.com/artworks-000080180194-xgysqn-t500x500.jpg","https://soundcloud.com/robert-odelberg/sets/transistor-soundtrack","<iframe width=""100%"" height=""150"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?visual=true&url=https%3A%2F%2Fapi.soundcloud.com%2Fplaylists%2F36091241&show_artwork=true&maxheight=150""></iframe>"
60,"lofi hip hop radio - beats to relax/study to","https://i.ytimg.com/vi/hHW1oY26kxQ/hqdefault.jpg","https://www.youtube.com/watch?v=hHW1oY26kxQ","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/hHW1oY26kxQ?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
61,"Journey (Original Video Game Soundtrack)","https://i.scdn.co/image/ab67616d00001e02e8fb0eb39c2cb552b60e3b3c","https://open.spotify.com/album/0ndOKj9ShVUgDc2UiR8b2M?si=liByVn9tRTekdq5eKqGwJg","<iframe width=""300"" height=""380"" allowtransparency=""true"" frameborder=""0"" allow=""encrypted-media"" title=""Spotify Embed: Journey (Original Video Game Soundtrack)"" src=""https://open.spotify.com/embed/album/0ndOKj9ShVUgDc2UiR8b2M?si=liByVn9tRTekdq5eKqGwJg""></iframe>"
62,"100% Hip-Hop #31 by Dealer de Musique","http://i1.sndcdn.com/artworks-000215266607-wuqidu-t500x500.jpg","https://soundcloud.com/dealerdemusique/sets/100-hip-hop-31","<iframe width=""100%"" height=""150"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?visual=true&url=https%3A%2F%2Fapi.soundcloud.com%2Fplaylists%2F311324744&show_artwork=true&maxheight=150""></iframe>"
63,"J-Louis ( WORKOUT/STUDY/MAKELOVE) PLAYLIST by J-Louis","http://i1.sndcdn.com/artworks-000117407622-wsp6cg-t500x500.jpg","https://soundcloud.com/thisjlouis/sets/j-louis-workout-study-makelove","<iframe width=""100%"" height=""150"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?visual=true&url=https%3A%2F%2Fapi.soundcloud.com%2Fplaylists%2F92971869&show_artwork=true&maxheight=150""></iframe>"
64,"Frank Ocean - Blonde Tribute","https://i.ytimg.com/vi/F5WWyyYG018/hqdefault.jpg","https://www.youtube.com/watch?v=F5WWyyYG018","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/F5WWyyYG018?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
65,"IDEK (Feat. EK)","https://i.ytimg.com/vi/YEHxfL2A3qQ/hqdefault.jpg","https://youtube.com/watch?v=YEHxfL2A3qQ","<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/YEHxfL2A3qQ?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
